Skip?,Level 1 Topic *,Level 2 Topic *,Level 3 Topic,Level 4 Topic,Title *,-,Website Category Level 1 *,Website Category Level 2,Website Course Title *,Course URL *,Category ID *,Combined Category Trans,Course Trans
,التعلم المستمر,علوم الحاسب الآلي,,,تصميم المواقع باستخدام برنامج Adobe Muse,,علوم الحاسب الآلي,,1065- تصميم المواقع باستخدام برنامج Adobe Muse,https://www.aldarayn.com/course/view.php?id=89,3,computer science,1065- Web Design Using Adobe Muse software
,التعلم المستمر,علوم الحاسب الآلي,,,خطوة إلى الأمام في كورس CCNA,,علوم الحاسب الآلي,,1064- خطوة إلى الأمام في كورسCCNA,https://www.aldarayn.com/course/view.php?id=88,3,computer science,1064- step forward in the course CCNA
,التعلم المستمر,علوم الحاسب الآلي,,,فن التصوير وجماليات الصورة,,علوم الحاسب الآلي,,1063- فن التصوير وجماليات الصورة,https://www.aldarayn.com/course/view.php?id=87,3,computer science,1063- photography and the aesthetics of the image
,التعلم المستمر,علوم الحاسب الآلي,,,كيف تصبح مبرمجًا(لغة البيثون),,علوم الحاسب الآلي,,1062- كيف تصبح مبرمجًا(لغة البيثون),https://www.aldarayn.com/course/view.php?id=86,3,computer science,1062- How to become a programmer (the language of Python)
,التعلم المستمر,علوم الحاسب الآلي,,,Sony Vegas,,علوم الحاسب الآلي,,1061- Sony Vegas,https://www.aldarayn.com/course/view.php?id=85,3,computer science,1061- Sony Vegas
,التعلم المستمر,علوم الحاسب الآلي,,,من أين أبدأ وكيف أبدأ في الشبكات سؤال لطالما حيرني,,علوم الحاسب الآلي,,1060- من أين أبدأ وكيف أبدأ في الشبكات سؤال لطالما حيرني,https://www.aldarayn.com/course/view.php?id=84,3,computer science,1060- Where do I start and how to start networking question as long as Hayarni
,التعلم المستمر,علوم الحاسب الآلي,,,ندوة أسئلة حول تخصص شبكات الحاسب,,علوم الحاسب الآلي,,1059-  ندوة أسئلة حول تخصص شبكات الحاسب,https://www.aldarayn.com/course/view.php?id=83,3,computer science,1059- Seminar questions about the specialization of Computer Networks
,التعلم المستمر,علوم الحاسب الآلي,,,البراندنج بين التصميم والتسويق,,علوم الحاسب الآلي,,1058- البراندنج بين التصميم والتسويق,https://www.aldarayn.com/course/view.php?id=82,3,computer science,1058- Albrandnj between the design and marketing
,التعلم المستمر,علوم الحاسب الآلي,,,ما لا تعرفه عن استخدام التكنولوجيا في التعليم,,علوم الحاسب الآلي,,1057- ما لا تعرفه عن استخدام التكنولوجيا في التعليم,https://www.aldarayn.com/course/view.php?id=81,3,computer science,1057- What do you know about the use of technology in education
,التعلم المستمر,علوم الحاسب الآلي,,,(PHP & Mysql (wordpress & joomla,,علوم الحاسب الآلي,,1056- (PHP & Mysql (wordpress & joomla,https://www.aldarayn.com/course/view.php?id=80,3,computer science,1056- (PHP & Mysql (wordpress & joomla
,التعلم المستمر,علوم الحاسب الآلي,,,OOP بلغة VB.net,,علوم الحاسب الآلي,,1055- OOP بلغة VB.net,https://www.aldarayn.com/course/view.php?id=79,3,computer science,1055- OOP language VB.net
,التعلم المستمر,علوم الحاسب الآلي,,,احتراف تصميم الجرافيك باستخدام مجموعة الكوريل درو,,علوم الحاسب الآلي,,1054- احتراف تصميم الجرافيك باستخدام مجموعة الكوريل درو,https://www.aldarayn.com/course/view.php?id=78,3,computer science,1054- professional graphic design using the Kuriles Drew group
,التعلم المستمر,علوم الحاسب الآلي,,,التسويق الإلكتروني,,علوم الحاسب الآلي,,1053- التسويق الإلكتروني,https://www.aldarayn.com/course/view.php?id=77,3,computer science,1053- E-Marketing
,التعلم المستمر,علوم الحاسب الآلي,,,Arduino101- Beginner Level,,علوم الحاسب الآلي,,1051- Arduino101- beginner level,https://www.aldarayn.com/course/view.php?id=54,3,computer science,1051- Arduino101- beginner level
,التعلم المستمر,علوم الحاسب الآلي,,,توزيع أنظمة القوى الكهربائية (المستوى الأول),,علوم الحاسب الآلي,,1050- توزيع أنظمة القوى الكهربائية (المستوى الأول),https://www.aldarayn.com/course/view.php?id=53,3,computer science,1050. distribution of electrical power systems (first level)
,التعلم المستمر,علوم الحاسب الآلي,,,LPI-Linux Essentials,,علوم الحاسب الآلي,,1049- LPI - Linux Essentials,https://www.aldarayn.com/course/view.php?id=52,3,computer science,1049- LPI - Linux Essentials
,التعلم المستمر,علوم الحاسب الآلي,,,Macromedia Authorware Course,,علوم الحاسب الآلي,,1048- Macromedia Authorware Course,https://www.aldarayn.com/course/view.php?id=51,3,computer science,1048- Macromedia Authorware Course
,التعلم المستمر,علوم الحاسب الآلي,,,خطواتك العملية الأولى في عالم الشبكات (منهج مايكروسوفت & سيكسو),,علوم الحاسب الآلي,,1047 خطواتك العملية الأولى في عالم الشبكات (منهج مايكروسوفت & سيكسو),https://www.aldarayn.com/course/view.php?id=18,3,computer science,1047 The first process in your footsteps world networks (Microsoft & Cisco curriculum)
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,المخصصات والاحتياطيات,,المحاسبة وإدارة الأعمال,,1176-  المخصصات والاحتياطيات,https://www.aldarayn.com/course/view.php?id=516,5,Accounting and Business Administration,1176- Provisions and reserves
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,الأسس العملية لبناء إدارة الموارد البشرية,,المحاسبة وإدارة الأعمال,,1571- الأسس العملية لبناء إدارة الموارد البشرية,https://www.aldarayn.com/course/view.php?id=641,5,Accounting and Business Administration,1571- practical foundations for building human resources management
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,استثمر في الفوركس,,المحاسبة وإدارة الأعمال,,1175-  استثمر في الفوركس,https://www.aldarayn.com/course/view.php?id=515,5,Accounting and Business Administration,1175- Invest in Forex
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,آليات النجاح فى العمل المحاسبي,,المحاسبة وإدارة الأعمال,,1174-  أليات النجاح فى العمل المحاسبي,https://www.aldarayn.com/course/view.php?id=514,5,Accounting and Business Administration,1174- success in accounting mechanisms work
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,هل نحن على أعقاب أزمة عالمية جديدة ؟,,المحاسبة وإدارة الأعمال,,1173-  هل نحن على أعقاب أزمة عالمية جديدة ؟,https://www.aldarayn.com/course/view.php?id=513,5,Accounting and Business Administration,1173. Are we on the wake of a new global crisis?
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,SAP FICO Business Process,,المحاسبة وإدارة الأعمال,,1443- SAP FICO Business Process,https://www.aldarayn.com/course/view.php?id=493,5,Accounting and Business Administration,1443- SAP FICO Business Process
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,PMP Course,,المحاسبة وإدارة الأعمال,,1444- PMP Course,https://www.aldarayn.com/course/view.php?id=503,5,Accounting and Business Administration,1444- PMP Course
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,PMP Preparation Course,,المحاسبة وإدارة الأعمال,,PMP Preparation Course-1421,https://www.aldarayn.com/course/view.php?id=432,5,Accounting and Business Administration,PMP Preparation Course-1421
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,C.M.A,,المحاسبة وإدارة الأعمال,,1420 - C.M.A,https://www.aldarayn.com/course/view.php?id=365,5,Accounting and Business Administration,1420 - C.M.A
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,المحاسبة المالية من الألف إلى الياء,,المحاسبة وإدارة الأعمال,,1347 - المحاسبة المالية من الألف إلى الياء,https://www.aldarayn.com/course/view.php?id=374,5,Accounting and Business Administration,1347 - Financial Accounting from A to Z
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,محاسبة المقاولات من الألف إلى الياء,,المحاسبة وإدارة الأعمال,,1346 - محاسبة المقاولات من الألف إلى الياء,https://www.aldarayn.com/course/view.php?id=373,5,Accounting and Business Administration,1346 - Construction Accounting AZ
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,PHRI Exam Preparation Course,,المحاسبة وإدارة الأعمال,,1195 - PHRI Exam Preparation Course,https://www.aldarayn.com/course/view.php?id=298,5,Accounting and Business Administration,1195 - PHRI Exam Preparation Course
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,CMA PART 2 – Section C ( Decision Analysis),,المحاسبة وإدارة الأعمال,,1157 - CMA PART 2 – Section C ( Decision Analysis),https://www.aldarayn.com/course/view.php?id=178,5,Accounting and Business Administration,1157 - CMA PART 2 - Section C (Decision Analysis)
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,Excel 2010,,المحاسبة وإدارة الأعمال,,1156 - Excel 2010,https://www.aldarayn.com/course/view.php?id=177,5,Accounting and Business Administration,1156 - Excel 2010
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,Oracle Financial,,المحاسبة وإدارة الأعمال,,1155 - Oracle Financial,https://www.aldarayn.com/course/view.php?id=176,5,Accounting and Business Administration,1155 - Oracle Financial
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,التسهيلات و المعاملات البنكية,,المحاسبة وإدارة الأعمال,,1154 - التسهيلات و المعاملات البنكية,https://www.aldarayn.com/course/view.php?id=175,5,Accounting and Business Administration,1154 - Facilities and banking transactions
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,CMA PART 1 Section A – External Financial Reporting Decisions,,المحاسبة وإدارة الأعمال,,1153 - CMA PART 1 Section A – External Financial Reporting Decisions,https://www.aldarayn.com/course/view.php?id=174,5,Accounting and Business Administration,1153 - CMA PART 1 Section A - External Financial Reporting Decisions
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,محاسبة التكاليف,,المحاسبة وإدارة الأعمال,,1152 - محاسبة التكاليف,https://www.aldarayn.com/course/view.php?id=173,5,Accounting and Business Administration,1152 - Cost Accounting
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,المحاسبة من الصفر للإحتراف,,المحاسبة وإدارة الأعمال,,1151 - المحاسبة من الصفر للإحتراف,https://www.aldarayn.com/course/view.php?id=172,5,Accounting and Business Administration,1151 - Accounting from zero professionalism
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,إدارة حركة مؤسسة ببرنامج  Excel,,المحاسبة وإدارة الأعمال,,1150 - إدارة حركة مؤسسة ببرنامج  Excel,https://www.aldarayn.com/course/view.php?id=171,5,Accounting and Business Administration,1150 - Movement Foundation Excel program
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,فن التخطيط الإداري و تحديد الاهداف,,المحاسبة وإدارة الأعمال,,1149 - فن التخطيط الإداري و تحديد الاهداف,https://www.aldarayn.com/course/view.php?id=170,5,Accounting and Business Administration,1149 - The Art of Management Planning and setting goals
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,المحاسبة المالية,,المحاسبة وإدارة الأعمال,,1148 - المحاسبة المالية,https://www.aldarayn.com/course/view.php?id=169,5,Accounting and Business Administration,1148 - Financial Accounting
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,Cost Management,,المحاسبة وإدارة الأعمال,,1147 - Cost Management,https://www.aldarayn.com/course/view.php?id=168,5,Accounting and Business Administration,1147 - Cost Management
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,خدمة العملاء و فن إستخدام الهاتف,,المحاسبة وإدارة الأعمال,,1146 - خدمة العملاء و فن إستخدام الهاتف,https://www.aldarayn.com/course/view.php?id=167,5,Accounting and Business Administration,1146 - Customer Service and the art of using the phone
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,الرخصة الدولية لقيادة الأعمال,,المحاسبة وإدارة الأعمال,,1145 - الرخصة الدولية لقيادة الأعمال,https://www.aldarayn.com/course/view.php?id=166,5,Accounting and Business Administration,1145 - International Driving License Business
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,محاسبة المقاولات,,المحاسبة وإدارة الأعمال,,1144 - محاسبة المقاولات,https://www.aldarayn.com/course/view.php?id=165,5,Accounting and Business Administration,1144 - Construction Accounting
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,التجارة الإلكترونية,,المحاسبة وإدارة الأعمال,,1143 - التجارة الإلكترونية,https://www.aldarayn.com/course/view.php?id=164,5,Accounting and Business Administration,1143 - E-commerce
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,المحاسب المؤهل,,المحاسبة وإدارة الأعمال,,1142 - المحاسب المؤهل,https://www.aldarayn.com/course/view.php?id=163,5,Accounting and Business Administration,1142 - qualified accountant
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,البورصة,,المحاسبة وإدارة الأعمال,,1141 - البورصة,https://www.aldarayn.com/course/view.php?id=179,5,Accounting and Business Administration,1141 - stock exchange
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,العمل الحر على الإنترنت,,المحاسبة وإدارة الأعمال,,1140 - العمل الحر على الإنترنت,https://www.aldarayn.com/course/view.php?id=162,5,Accounting and Business Administration,1140 - Free Work on the Internet
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,تأهيل و تدريب المحاسبين,,المحاسبة وإدارة الأعمال,,1139 - تأهيل و تدريب المحاسبين,https://www.aldarayn.com/course/view.php?id=161,5,Accounting and Business Administration,1139 - Rehabilitation and Training of accountants
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,تأهيل المحاسبين بإستخدام برنامجي المحاسبة QuickBooks& PeachTree,,المحاسبة وإدارة الأعمال,,1138 - تأهيل المحاسبين بإستخدام برنامجي المحاسبة QuickBooks& PeachTree,https://www.aldarayn.com/course/view.php?id=160,5,Accounting and Business Administration,1138 - Rehabilitation of accountants using the accounting program QuickBooks & PeachTree
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,سلسلة معيار المحاسبة المصري,,المحاسبة وإدارة الأعمال,,1137 - سلسلة معيار المحاسبة المصري,https://www.aldarayn.com/course/view.php?id=159,5,Accounting and Business Administration,1137 - Egyptian Accounting Standard series
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,المحاسب المؤهل (الإصدار الثاني),,المحاسبة وإدارة الأعمال,,1136 - المحاسب المؤهل (الإصدار الثاني),https://www.aldarayn.com/course/view.php?id=158,5,Accounting and Business Administration,1136 - Qualified accountant (Second Edition)
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,المحاسب المحترف,,المحاسبة وإدارة الأعمال,,1135 - المحاسب المحترف,https://www.aldarayn.com/course/view.php?id=157,5,Accounting and Business Administration,1135 - professional accountant
,التعلم المستمر,المحاسبة وإدارة الأعمال,,,دبلومة المحاسبة المالية العملية,,المحاسبة وإدارة الأعمال,,1134 - دبلومة المحاسبة المالية العملية,https://www.aldarayn.com/course/view.php?id=156,5,Accounting and Business Administration,1134 - Diploma of Financial Accounting process
,التعلم المستمر,التنمية البشرية,إدارة الذات,,اصنع مستقبلك,,التنمية البشرية,,1577- اصنع مستقبلك,https://www.aldarayn.com/course/view.php?id=662,4,Human Development,Create your future 1577-
,التعلم المستمر,التنمية البشرية,إدارة الذات,,قوة التفكير الإيجابي,,التنمية البشرية,,1573- قوة التفكير الإيجابي,https://www.aldarayn.com/course/view.php?id=659,4,Human Development,1573- Power of Positive Thinking
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,فن اتخاذ القرار,,التنمية البشرية,,1568- فن اتخاذ القرار,https://www.aldarayn.com/course/view.php?id=652,4,Human Development,1568- The art of decision-making
SKIP,التعلم المستمر,التنمية البشرية,,,رحلة إلي أعماق النفس,,التنمية البشرية,,1567- رحلة إلي أعماق النفس,https://www.aldarayn.com/course/view.php?id=651,4,Human Development,1567- Journey to the depths of the soul
SKIP,التعلم المستمر,التنمية البشرية,,,يانبي السلام عليك,,التنمية البشرية,,1566- يانبي السلام عليك,https://www.aldarayn.com/course/view.php?id=650,4,Human Development,1566- Yanpi Peace be upon you
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,التأهل لسوق العمل-المعلم المحترف,,التنمية البشرية,,1565- التأهل لسوق العمل-المعلم المحترف,https://www.aldarayn.com/course/view.php?id=649,4,Human Development,1565- qualify for the labor market-teacher professional
,التعلم المستمر,التنمية البشرية,إدارة الذات,,الذكاء الاجتماعي,,التنمية البشرية,,1564- الذكاء الاجتماعي,https://www.aldarayn.com/course/view.php?id=648,4,Human Development,1564- Social Intelligence
SKIP,التعلم المستمر,التنمية البشرية,إدارة الذات,,إدارة الذات,,التنمية البشرية,,1563- ادارة الذات,https://www.aldarayn.com/course/view.php?id=647,4,Human Development,1563- self-management
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,إدارة الوقت,,التنمية البشرية,,1562- ادارة الوقت,https://www.aldarayn.com/course/view.php?id=646,4,Human Development,1562- Time Management
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,استراتيجيات وضع الأهداف,,التنمية البشرية,,1561- استراتيجيات وضع الأهداف,https://www.aldarayn.com/course/view.php?id=645,4,Human Development,1561- goal-setting strategies
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,التطوع وفرق العمل,,التنمية البشرية,,1560- التطوع وفرق العمل,https://www.aldarayn.com/course/view.php?id=644,4,Human Development,1560- volunteer work teams
,التعلم المستمر,التنمية البشرية,إدارة الذات,,تحسين السلوك,,التنمية البشرية,,1559- تحسين السلوك,https://www.aldarayn.com/course/view.php?id=643,4,Human Development,1559- improve behavior
,التعلم المستمر,التنمية البشرية,إدارة الذات,,كورت التفكير,,التنمية البشرية,,1556- كورت التفكير,https://www.aldarayn.com/course/view.php?id=637,4,Human Development,Kurt 1556- thinking
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,العلاقات الإنسانية,,التنمية البشرية,,1555-العلاقات الإنسانية,https://www.aldarayn.com/course/view.php?id=636,4,Human Development,1555-Human Relations
,التعلم المستمر,التنمية البشرية,الموارد البشرية,,العادات السبع لأخصائي الموارد البشرية الفعال,,التنمية البشرية,,1554- العادات السبع لأخصائي الموارد البشرية الفعال,https://www.aldarayn.com/course/view.php?id=635,4,Human Development,1554- The Seven Habits of Effective Human Resources Specialist
,التعلم المستمر,التنمية البشرية,منوعات,,المنطق فى حياتنا اليومية,,التنمية البشرية,,1553- المنطق فى حياتنا اليومية,https://www.aldarayn.com/course/view.php?id=634,4,Human Development,1553- logic in our daily lives
SKIP,التعلم المستمر,التنمية البشرية,,,أمسية روعة الحب والتسامح,,التنمية البشرية,,1552- أمسية روعة الحب والتسامح,https://www.aldarayn.com/course/view.php?id=633,4,Human Development,1552- evening splendor of love and tolerance
,التعلم المستمر,التنمية البشرية,إدارة الذات,,الإرادة,,التنمية البشرية,,1551- الإرادة,https://www.aldarayn.com/course/view.php?id=632,4,Human Development,1551- will
,التعلم المستمر,التنمية البشرية,منوعات,,فن الإتكيت,,التنمية البشرية,,1550- فن الاتكيت,https://www.aldarayn.com/course/view.php?id=631,4,Human Development,1550- The Art of Etiquette
SKIP,التعلم المستمر,التنمية البشرية,إدارة الذات,,إدارة الوقت,,التنمية البشرية,,1549- ادارة الوقت,https://www.aldarayn.com/course/view.php?id=630,4,Human Development,1549- Time Management
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,منظومة النجاح,,التنمية البشرية,,1548- منظومة النجاح,https://www.aldarayn.com/course/view.php?id=629,4,Human Development,1548- System Success
,التعلم المستمر,التنمية البشرية,إدارة الذات,,غير أفكارك,,التنمية البشرية,,1547- غير أفكارك,https://www.aldarayn.com/course/view.php?id=628,4,Human Development,1547- is your thoughts
,التعلم المستمر,التنمية البشرية,الصحة الجسدية والنفسية,,التغلب على الخجل,,التنمية البشرية,,1546 - التغلب على الخجل,https://www.aldarayn.com/course/view.php?id=626,4,Human Development,1546 - Overcoming shyness
,التعلم المستمر,التنمية البشرية,الصحة الجسدية والنفسية,,الثورة الغذائية - غير حياتك,,التنمية البشرية,,1545- الثورة الغذائية - غير حياتك,https://www.aldarayn.com/course/view.php?id=625,4,Human Development,1545- food revolution - is your life
,التعلم المستمر,التنمية البشرية,إدارة الذات,,الثقة بالنفس 1,,التنمية البشرية,,1544- الثقة بالنفس,https://www.aldarayn.com/course/view.php?id=624,4,Human Development,1544- self-confidence
,التعلم المستمر,التنمية البشرية,الصحة الجسدية والنفسية,,ارسم ولون حياتك,,التنمية البشرية,,1543 - ارسم ولون حياتك,https://www.aldarayn.com/course/view.php?id=623,4,Human Development,1543 - Draw and color your life
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,القائد الفعال,,التنمية البشرية,,1542 - القائد الفعال,https://www.aldarayn.com/course/view.php?id=622,4,Human Development,1542 - Effective Leader
SKIP,التعلم المستمر,التنمية البشرية,,,كيفية التعامل مع الابتلاءات,,التنمية البشرية,,1541- كيفية التعامل مع الابتلاءات,https://www.aldarayn.com/course/view.php?id=621,4,Human Development,1541- how to deal with the tribulations
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,كيفية اختيار شريك الحياة,,التنمية البشرية,,1540 - كيفية اختيار شريك الحياة,https://www.aldarayn.com/course/view.php?id=620,4,Human Development,1540 - How to choose a life partner
,التعلم المستمر,التنمية البشرية,منوعات,,الإنترنت والإبداع,,التنمية البشرية,,1539 - الانترنت والابداع,https://www.aldarayn.com/course/view.php?id=619,4,Human Development,1539 - Internet and innovation
,التعلم المستمر,التنمية البشرية,إدارة الذات,,غير حياتك,,التنمية البشرية,,1538- غير حياتك,https://www.aldarayn.com/course/view.php?id=618,4,Human Development,1538- is your life
,دروس المرحلة الجامعية,المحاسبة وإدارة الأعمال,,,Introduction to marketing,,التنمية البشرية,,1536- Introduction to marketing,https://www.aldarayn.com/course/view.php?id=617,4,Human Development,1536- Introduction to marketing
,التعلم المستمر,التنمية البشرية,إدارة الذات,,رتب حياتك,,التنمية البشرية,,1518- رتب حياتك,https://www.aldarayn.com/course/view.php?id=602,4,Human Development,1518- arranged your life
,التعلم المستمر,التنمية البشرية,إدارة الذات,,طموحي لا ييأس,,التنمية البشرية,,1515-  طموحي لا ييأس,https://www.aldarayn.com/course/view.php?id=597,4,Human Development,Do not give up my ambition 1515-
,التعلم المستمر,التنمية البشرية,المهارات الدراسية,,طريقك للتفوق,,التنمية البشرية,,1514- طريقك للتفوق,https://www.aldarayn.com/course/view.php?id=596,4,Human Development,1514- your way to excel
SKIP,التعلم المستمر,التنمية البشرية,المهارات الدراسية,,الاستعداد للامتحان والتفوق الدراسي,,التنمية البشرية,,1513-  الإستعداد للامتحان والتفوق الدراسي,https://www.aldarayn.com/course/view.php?id=595,4,Human Development,1513- prepare for the exam and academic excellence
,التعلم المستمر,التنمية البشرية,منوعات,,مدخل إلى كيمياء الطاقة الكونية والطاقة البشرية,,التنمية البشرية,,1512-  مدخل إلي كيمياء الطاقة الكونية والطاقة البشرية,https://www.aldarayn.com/course/view.php?id=594,4,Human Development,1512- entrance to the cosmic energy and human energy chemistry
,التعلم المستمر,التنمية البشرية,إدارة الذات,,الثقة بالنفس 2,,التنمية البشرية,,1511- الثقة بالنفس,https://www.aldarayn.com/course/view.php?id=593,4,Human Development,1511- self-confidence
SKIP,التعلم المستمر,التنمية البشرية,,,رمضان المستقبل,,التنمية البشرية,,1510-  رمضان المستقبل,https://www.aldarayn.com/course/view.php?id=592,4,Human Development,1510- Ramadan Future
,التعلم المستمر,التنمية البشرية,منوعات,,سحر الإبتسامة,,التنمية البشرية,,1509-  سحر الإبتسامة,https://www.aldarayn.com/course/view.php?id=591,4,Human Development,1509- magic smile
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,المقابلة الشخصية,,التنمية البشرية,,1508- المقابلة الشخصية,https://www.aldarayn.com/course/view.php?id=590,4,Human Development,1508- personal interview
,التعلم المستمر,التنمية البشرية,,,مهارات إتخاذ القرار ,,التنمية البشرية,,1507- مهارات إتخاذ القرار,https://www.aldarayn.com/course/view.php?id=589,4,Human Development,1507- Decision Making Skills
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,التخطيط الإستراتيجي,,التنمية البشرية,,1506-  التخطيط الإستراتيجي,https://www.aldarayn.com/course/view.php?id=588,4,Human Development,1506- Strategic Planning
SKIP,التعلم المستمر,التنمية البشرية,,,جنة الحياة مع شريك الحياة,,التنمية البشرية,,1504-  جنة الحياة مع شريك الحياة,https://www.aldarayn.com/course/view.php?id=587,4,Human Development,1504- Committee life with a life partner
,التعلم المستمر,التنمية البشرية,منوعات,,الخرائط الذهنية ومدى استخدامها,,التنمية البشرية,,1505-  الخرائط الذهنية ومدى استخدامها,https://www.aldarayn.com/course/view.php?id=586,4,Human Development,1505- mental maps and the extent of use
,التعلم المستمر,التنمية البشرية,إدارة الذات,,العادات العشر للشخصية الناجحة,,التنمية البشرية,,1503-  العادات العشر للشخصية الناجحة,https://www.aldarayn.com/course/view.php?id=585,4,Human Development,1503- ten habits of successful personal
SKIP,التعلم المستمر,التنمية البشرية,إدارة الذات,,إدارة الوقت,,التنمية البشرية,,1502-  إدارة الوقت,https://www.aldarayn.com/course/view.php?id=584,4,Human Development,1502- Time Management
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,Leadership Skills,,التنمية البشرية,,1501- Leadership,https://www.aldarayn.com/course/view.php?id=583,4,Human Development,1501- Leadership
,التعلم المستمر,التنمية البشرية,منوعات,,ابدأ وعينك علي النهاية,,التنمية البشرية,,1500-  إبدأ وعينك علي النهاية,https://www.aldarayn.com/course/view.php?id=582,4,Human Development,"Start your eye and 1,500 to the end"
,التعلم المستمر,التنمية البشرية,مهارات العمل والقيادة,,بالتطوع تتطور,,التنمية البشرية,,1499-  بالتطوع تتطور,https://www.aldarayn.com/course/view.php?id=581,4,Human Development,1499- evolve to volunteer
,التعلم المستمر,التنمية البشرية,إدارة الذات,,ثقتي بذاتي,,التنمية البشرية,,1498-  ثقتى بذاتى,https://www.aldarayn.com/course/view.php?id=580,4,Human Development,1498- my confidence by myself
SKIP,التعلم المستمر,التنمية البشرية,,,رمضان أحلى SMARTER RAMADAN,,التنمية البشرية,,1497- رمضان أحلى SMARTER RAMADAN,https://www.aldarayn.com/course/view.php?id=579,4,Human Development,1497- Ramadan sweeter SMARTER RAMADAN
SKIP,التعلم المستمر,التنمية البشرية,,,قرآني جنتي في رمضان,,التنمية البشرية,,1496-  قرآني جنتي في رمضان,https://www.aldarayn.com/course/view.php?id=578,4,Human Development,1496- Ramadan in Quranic Committees
SKIP,التعلم المستمر,التنمية البشرية,,,1495-  من أنتم؟,,التنمية البشرية,,1495-  من أنتم؟,https://www.aldarayn.com/course/view.php?id=577,4,Human Development,1495- Who are you?
,التعلم المستمر,التنمية البشرية,إدارة الذات,,استثمر حياتك,,التنمية البشرية,,1494-  إستثمر حياتك,https://www.aldarayn.com/course/view.php?id=576,4,Human Development,1494- Invest Your Life
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,مهارات التواصل مع الآخرين,,التنمية البشرية,,1493-  مهارات التواصل مع الآخرين,https://www.aldarayn.com/course/view.php?id=575,4,Human Development,1493- communication skills
,التعلم المستمر,التنمية البشرية,العلاقات من حولنا,,اختيار شريك الحياة,,التنمية البشرية,,1492-  إختار شريك الحياة,https://www.aldarayn.com/course/view.php?id=574,4,Human Development,1492- chose a life partner
,التعلم المستمر,التنمية البشرية,إدارة الذات,,اكتشف ذاتك وجدد حياتك,,التنمية البشرية,,1491-  اكتشف ذاتك وجدد حياتك,https://www.aldarayn.com/course/view.php?id=573,4,Human Development,1491- discovered yourself and your new
,التعلم المستمر,التنمية البشرية,المهارات الدراسية,,المذاكرة بأسلوب طاقي,,التنمية البشرية,,1490- المذاكرة بأسلوب طاقي,https://www.aldarayn.com/course/view.php?id=572,4,Human Development,1490- style studying energetic
,التعلم المستمر,التنمية البشرية,منوعات,,التخاطر,,التنمية البشرية,,1489- التخاطر,https://www.aldarayn.com/course/view.php?id=571,4,Human Development,1489- telepathy
,التعلم المستمر,التنمية البشرية,الصحة الجسدية والنفسية,,الأنا و الصحة النفسية,,التنمية البشرية,,1488- الأنا و الصحة النفسية,https://www.aldarayn.com/course/view.php?id=570,4,Human Development,1488- ego and mental health
